Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Cox7c	ENSMUST00000078764.3	cytochrome c oxidase subunit VIIc 	309	1	0	1	0	0	mmu-miR-146a-3p	0	-0.19	< 0.1
Atg4a	ENSMUST00000112971.1	autophagy related 4A, cysteine peptidase 	72	1	0	1	0	0	mmu-miR-146a-3p	0	-0.04	< 0.1
Traf3ip1	ENSMUST00000047242.8	TRAF3 interacting protein 1 	419	2	0	1	1	1	mmu-miR-146a-3p	0	-0.15	< 0.1
Cutc	ENSMUST00000112047.4	cutC copper transporter homolog (E.coli) 	213	1	0	1	0	1	mmu-miR-146a-3p	0	-0.06	< 0.1
Strn3	ENSMUST00000013130.9	striatin, calmodulin binding protein 3 	4069	1	1	0	0	1	mmu-miR-146a-3p	0	-0.05	< 0.1
Fem1a	ENSMUST00000060253.3	feminization 1 homolog a (C. elegans) 	2562	1	0	1	0	1	mmu-miR-146a-3p	0	-0.02	< 0.1
Lenep	ENSMUST00000057431.5	lens epithelial protein 	416	1	0	0	1	2	mmu-miR-146a-3p	0	-0.12	< 0.1
Ankrd9	ENSMUST00000128353.2	ankyrin repeat domain 9 	1570	1	0	1	0	1	mmu-miR-146a-3p	0	-0.03	< 0.1
Ccdc36	ENSMUST00000076592.2	coiled-coil domain containing 36 	15	1	0	1	0	1	mmu-miR-146a-3p	0	-0.04	< 0.1
Acyp2	ENSMUST00000074613.3	acylphosphatase 2, muscle type 	705	1	0	0	1	0	mmu-miR-146a-3p	0	-0.07	< 0.1
Tmem11	ENSMUST00000062677.6	transmembrane protein 11 	48	1	0	0	1	0	mmu-miR-146a-3p	0	-0.04	< 0.1
Mtif3	ENSMUST00000066675.4	mitochondrial translational initiation factor 3 	891	1	0	0	1	2	mmu-miR-146a-3p	0	-0.07	< 0.1
Pparg	ENSMUST00000171644.2	peroxisome proliferator activated receptor gamma 	570	2	0	1	1	0	mmu-miR-146a-3p	0	-0.27	< 0.1
Mgmt	ENSMUST00000081510.2	O-6-methylguanine-DNA methyltransferase 	382	1	0	0	1	0	mmu-miR-146a-3p	0	-0.15	< 0.1
Fdx1	ENSMUST00000034552.6	ferredoxin 1 	1681	1	0	0	1	0	mmu-miR-146a-3p	0	-0.08	< 0.1
Tcf25	ENSMUST00000108840.2	transcription factor 25 (basic helix-loop-helix) 	2548	1	0	0	1	0	mmu-miR-146a-3p	0	-0.10	< 0.1
Slc25a31	ENSMUST00000091184.6	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31 	57	1	0	1	0	0	mmu-miR-146a-3p	0	-0.09	< 0.1
Prox2	ENSMUST00000177289.3	prospero homeobox 2 	33	3	2	1	0	1	mmu-miR-146a-3p	0	-0.08	< 0.1
Erp44	ENSMUST00000030028.4	endoplasmic reticulum protein 44 	3073	2	0	1	1	4	mmu-miR-146a-3p	0	-0.21	< 0.1
Abcb11	ENSMUST00000102710.4	ATP-binding cassette, sub-family B (MDR/TAP), member 11 	1186	1	0	0	1	1	mmu-miR-146a-3p	0	-0.13	< 0.1
Ptpro	ENSMUST00000077115.7	protein tyrosine phosphatase, receptor type, O 	48	1	0	1	0	0	mmu-miR-146a-3p	0	-0.02	< 0.1
Dusp12	ENSMUST00000027970.8	dual specificity phosphatase 12 	63	1	0	0	1	0	mmu-miR-146a-3p	0	-0.06	< 0.1
Rrm1	ENSMUST00000033283.9	ribonucleotide reductase M1 	1386	2	0	0	2	1	mmu-miR-146a-3p	0	-0.19	< 0.1
Dhx8	ENSMUST00000039152.8	DEAH (Asp-Glu-Ala-His) box polypeptide 8 	312	1	0	0	1	0	mmu-miR-146a-3p	0	-0.12	< 0.1
Kif18a	ENSMUST00000028527.7	kinesin family member 18A 	759	2	0	2	0	0	mmu-miR-146a-3p	0	-0.19	< 0.1
Hoxa3	ENSMUST00000114434.3	homeobox A3 	48	1	0	1	0	0	mmu-miR-146a-3p	0	-0.02	< 0.1
4921524J17Rik	ENSMUST00000047749.5	RIKEN cDNA 4921524J17 gene 	467	1	0	0	1	1	mmu-miR-146a-3p	0	-0.21	< 0.1
Mamdc2	ENSMUST00000036069.6	MAM domain containing 2 	210	2	1	0	1	1	mmu-miR-146a-3p	0	-0.07	< 0.1
Ckm	ENSMUST00000003643.1	creatine kinase, muscle 	255991	3	2	0	1	3	mmu-miR-146a-3p	0	-0.42	< 0.1
Cpxm2	ENSMUST00000033149.4	carboxypeptidase X 2 (M14 family) 	292	2	0	1	1	1	mmu-miR-146a-3p	0	-0.10	< 0.1
Gc	ENSMUST00000049209.8	group specific component 	1826	1	0	0	1	1	mmu-miR-146a-3p	0	-0.16	< 0.1
Sod3	ENSMUST00000101208.4	superoxide dismutase 3, extracellular 	1632	1	0	0	1	0	mmu-miR-146a-3p	0	-0.13	< 0.1
Rcc2	ENSMUST00000071169.3	regulator of chromosome condensation 2 	12432	1	0	1	0	0	mmu-miR-146a-3p	0	-0.02	< 0.1
Zfp1	ENSMUST00000077791.6	zinc finger protein 1 	468	1	1	0	0	1	mmu-miR-146a-3p	0	-0.45	< 0.1
Sec62	ENSMUST00000029256.7	SEC62 homolog (S. cerevisiae) 	1364	1	0	0	1	5	mmu-miR-146a-3p	0	-0.28	< 0.1
Neil2	ENSMUST00000038229.4	nei like 2 (E. coli) 	77	1	0	0	1	1	mmu-miR-146a-3p	0	-0.05	< 0.1
Hist1h4h	ENSMUST00000102972.4	histone cluster 1, H4h 	577	1	0	0	1	0	mmu-miR-146a-3p	0	-0.24	< 0.1
Tab3	ENSMUST00000048250.4	TGF-beta activated kinase 1/MAP3K7 binding protein 3 	169	1*	0	0	0	1	mmu-miR-146a-3p	0	0	< 0.1
9130230L23Rik	ENSMUST00000067737.6	RIKEN cDNA 9130230L23 gene 	34	1	0	1	0	1	mmu-miR-146a-3p	0	-0.03	< 0.1
Mthfsd	ENSMUST00000047282.6	methenyltetrahydrofolate synthetase domain containing 	467	1	0	0	1	0	mmu-miR-146a-3p	0	-0.06	< 0.1
Stoml2	ENSMUST00000030169.9	stomatin (Epb7.2)-like 2 	2878	1	1	0	0	0	mmu-miR-146a-3p	0	-0.12	< 0.1
Mep1a	ENSMUST00000117137.2	meprin 1 alpha 	2277	1	0	1	0	1	mmu-miR-146a-3p	0	-0.13	< 0.1
Prickle3	ENSMUST00000129662.2	prickle homolog 3 (Drosophila) 	238	1	0	1	0	0	mmu-miR-146a-3p	0	-0.10	< 0.1
Brms1l	ENSMUST00000059250.6	breast cancer metastasis-suppressor 1-like 	799	1	0	1	0	1	mmu-miR-146a-3p	0	-0.10	< 0.1
Stx18	ENSMUST00000114126.3	syntaxin 18 	1320	1	0	1	0	0	mmu-miR-146a-3p	0	-0.05	< 0.1
Ikbke	ENSMUST00000062108.4	inhibitor of kappaB kinase epsilon 	50	2	0	1	1	0	mmu-miR-146a-3p	0	-0.06	< 0.1
Tlr12	ENSMUST00000074829.2	toll-like receptor 12 	20	1	0	1	0	0	mmu-miR-146a-3p	0	-0.02	< 0.1
Ugt2a3	ENSMUST00000031195.2	UDP glucuronosyltransferase 2 family, polypeptide A3 	1817	3	2	0	1	1	mmu-miR-146a-3p	0	-0.47	< 0.1
Ak1	ENSMUST00000113278.3	adenylate kinase 1 	4753	1	0	0	1	0	mmu-miR-146a-3p	0	-0.13	< 0.1
Zfp276	ENSMUST00000001092.9	zinc finger protein (C2H2 type) 276 	297	1	1	0	0	3	mmu-miR-146a-3p	0	-0.03	< 0.1
Aplf	ENSMUST00000065997.2	aprataxin and PNKP like factor 	101	1	0	0	1	2	mmu-miR-146a-3p	0	-0.09	< 0.1
Gphn	ENSMUST00000110388.3	gephyrin 	255	1	0	1	0	0	mmu-miR-146a-3p	0	-0.08	< 0.1
Polr3k	ENSMUST00000039551.8	polymerase (RNA) III (DNA directed) polypeptide K 	1623	2	0	1	1	0	mmu-miR-146a-3p	0	-0.18	< 0.1
Cr1l	ENSMUST00000075451.6	complement component (3b/4b) receptor 1-like 	3109	2	0	2	0	0	mmu-miR-146a-3p	0	-0.05	< 0.1
Klhl11	ENSMUST00000056665.3	kelch-like 11 	13	1	0	1	0	0	mmu-miR-146a-3p	0	-0.02	< 0.1
Eif4ebp3	ENSMUST00000036765.7	eukaryotic translation initiation factor 4E binding protein 3 	856	1	0	1	0	0	mmu-miR-146a-3p	0	-0.16	< 0.1
Jmjd4	ENSMUST00000108777.4	jumonji domain containing 4 	760	1	0	0	1	0	mmu-miR-146a-3p	0	-0.10	< 0.1
Uvrag	ENSMUST00000037968.8	UV radiation resistance associated gene 	895	1	0	1	0	2	mmu-miR-146a-3p	0	-0.04	< 0.1
Pes1	ENSMUST00000109985.2	pescadillo homolog 1, containing BRCT domain (zebrafish) 	276	1	0	0	1	0	mmu-miR-146a-3p	0	-0.11	< 0.1
Armc3	ENSMUST00000114640.3	armadillo repeat containing 3 	18	1	0	1	0	0	mmu-miR-146a-3p	0	-0.02	< 0.1
Sod2	ENSMUST00000007012.4	superoxide dismutase 2, mitochondrial 	9377	1	0	1	0	2	mmu-miR-146a-3p	0	-0.26	< 0.1
Fam188b	ENSMUST00000053094.7	family with sequence similarity 188, member B 	305	2	0	1	1	3	mmu-miR-146a-3p	0	-0.05	< 0.1
Ociad1	ENSMUST00000071081.7	OCIA domain containing 1 	2326	4	0	2	2	0	mmu-miR-146a-3p	0	-0.29	< 0.1
Rbm26	ENSMUST00000163545.2	RNA binding motif protein 26 	238	2	0	2	0	0	mmu-miR-146a-3p	0	-0.11	< 0.1
Inhbc	ENSMUST00000026472.8	inhibin beta-C 	172	1	0	0	1	1	mmu-miR-146a-3p	0	-0.07	< 0.1
Clec4f	ENSMUST00000014686.2	C-type lectin domain family 4, member f 	293	1	0	1	0	0	mmu-miR-146a-3p	0	-0.05	< 0.1
Gm16515	ENSMUST00000019075.3	predicted gene, Gm16515 	258	1	0	1	0	0	mmu-miR-146a-3p	0	-0.09	< 0.1
H13	ENSMUST00000089059.3	histocompatibility 13 	8360	1	1	0	0	0	mmu-miR-146a-3p	0	-0.06	< 0.1
Akr1e1	ENSMUST00000110691.4	aldo-keto reductase family 1, member E1 	719	1	0	1	0	0	mmu-miR-146a-3p	0	-0.02	< 0.1
Cnksr3	ENSMUST00000015346.6	Cnksr family member 3 	453	1	1	0	0	1	mmu-miR-146a-3p	0	-0.10	< 0.1
Malsu1	ENSMUST00000128616.2	mitochondrial assembly of ribosomal large subunit 1 	5399	1	0	0	1	0	mmu-miR-146a-3p	0	-0.16	< 0.1
Nkrf	ENSMUST00000057093.6	NF-kappaB repressing factor 	517	2	0	0	2	0	mmu-miR-146a-3p	0	-0.16	< 0.1
Lama3	ENSMUST00000092070.7	laminin, alpha 3 	475	1	0	0	1	3	mmu-miR-146a-3p	0	-0.09	< 0.1
Polr3a	ENSMUST00000026322.7	polymerase (RNA) III (DNA directed) polypeptide A 	309	4	1	2	1	5	mmu-miR-146a-3p	0	-0.08	< 0.1
Sumo3	ENSMUST00000020501.9	SMT3 suppressor of mif two 3 homolog 3 (yeast) 	2652	1	0	0	1	1	mmu-miR-146a-3p	0	-0.13	< 0.1
Bcl6	ENSMUST00000023151.5	B cell leukemia/lymphoma 6 	37	2	1	1	0	1	mmu-miR-146a-3p	0	-0.12	< 0.1
Tnip2	ENSMUST00000030991.8	TNFAIP3 interacting protein 2 	780	2	0	2	0	2	mmu-miR-146a-3p	0	-0.16	< 0.1
Lamp2	ENSMUST00000016678.8	lysosomal-associated membrane protein 2 	7813	2	1	0	1	1	mmu-miR-146a-3p	0	-0.33	< 0.1
Tceb1	ENSMUST00000188641.1	transcription elongation factor B (SIII), polypeptide 1 	2260	1	0	1	0	0	mmu-miR-146a-3p	0	-0.08	< 0.1
Zfp619	ENSMUST00000108015.2	zinc finger protein 619 	26	1	0	1	0	0	mmu-miR-146a-3p	0	-0.02	< 0.1
Bhlhe41	ENSMUST00000111703.1	basic helix-loop-helix family, member e41 	347	1	0	0	1	0	mmu-miR-146a-3p	0	-0.05	< 0.1
Fam221a	ENSMUST00000121903.1	family with sequence similarity 221, member A 	60	3	0	2	1	1	mmu-miR-146a-3p	0	-0.15	< 0.1
Smim5	ENSMUST00000152171.2	small integral membrane protein 5 	110	1	0	0	1	0	mmu-miR-146a-3p	0	-0.17	< 0.1
Pin1	ENSMUST00000034689.6	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1 	2871	1	0	0	1	2	mmu-miR-146a-3p	0	-0.18	< 0.1
Npc2	ENSMUST00000021668.8	Niemann-Pick type C2 	16207	1	0	1	0	1	mmu-miR-146a-3p	0	-0.19	< 0.1
Rab11fip3	ENSMUST00000118828.2	RAB11 family interacting protein 3 (class II) 	1244	1	0	0	1	0	mmu-miR-146a-3p	0	-0.06	< 0.1
Ralb	ENSMUST00000004565.9	v-ral simian leukemia viral oncogene homolog B (ras related) 	106	1	0	1	0	0	mmu-miR-146a-3p	0	-0.08	< 0.1
Mpv17l	ENSMUST00000128757.2	Mpv17 transgene, kidney disease mutant-like 	3666	2	0	2	0	0	mmu-miR-146a-3p	0	-0.15	< 0.1
Rnmtl1	ENSMUST00000040577.4	RNA methyltransferase like 1 	239	1	0	0	1	1	mmu-miR-146a-3p	0	-0.07	< 0.1
Wdr33	ENSMUST00000025264.6	WD repeat domain 33 	637	1	0	0	1	0	mmu-miR-146a-3p	0	-0.03	< 0.1
Ephb3	ENSMUST00000006112.6	Eph receptor B3 	56	1	0	1	0	1	mmu-miR-146a-3p	0	-0.02	< 0.1
Rab4a	ENSMUST00000118535.2	RAB4A, member RAS oncogene family 	2097	1	0	1	0	0	mmu-miR-146a-3p	0	-0.13	< 0.1
Tdp1	ENSMUST00000153627.2	tyrosyl-DNA phosphodiesterase 1 	152	1	0	0	1	0	mmu-miR-146a-3p	0	-0.08	< 0.1
Tbc1d15	ENSMUST00000020339.8	TBC1 domain family, member 15 	1002	1	0	1	0	3	mmu-miR-146a-3p	0	-0.02	< 0.1
Ift22	ENSMUST00000008131.8	intraflagellar transport 22 	247	1	0	1	0	1	mmu-miR-146a-3p	0	-0.07	< 0.1
Ttbk1	ENSMUST00000047034.8	tau tubulin kinase 1 	25	1	0	0	1	0	mmu-miR-146a-3p	0	-0.03	< 0.1
Cyp7a1	ENSMUST00000029905.1	cytochrome P450, family 7, subfamily a, polypeptide 1 	550	3	0	3	0	0	mmu-miR-146a-3p	0	-0.24	< 0.1
Coq10b	ENSMUST00000027125.6	coenzyme Q10 homolog B (S. cerevisiae) 	1438	2	0	0	2	0	mmu-miR-146a-3p	0	-0.14	< 0.1
Tpx2	ENSMUST00000164120.2	TPX2, microtubule-associated protein homolog (Xenopus laevis) 	618	1	0	1	0	1	mmu-miR-146a-3p	0	-0.05	< 0.1
Cdc123	ENSMUST00000043864.3	cell division cycle 123 	364	1	0	1	0	0	mmu-miR-146a-3p	0	-0.11	< 0.1
Gpatch4	ENSMUST00000166021.2	G patch domain containing 4 	816	1	0	0	1	0	mmu-miR-146a-3p	0	-0.21	< 0.1
Rnf146	ENSMUST00000037548.5	ring finger protein 146 	590	1	0	1	0	1	mmu-miR-146a-3p	0	-0.05	< 0.1
Dcn	ENSMUST00000105287.4	decorin 	1588	3	1	1	1	2	mmu-miR-146a-3p	0	-0.32	< 0.1
Tmem159	ENSMUST00000118737.1	transmembrane protein 159 	165	1	0	1	0	0	mmu-miR-146a-3p	0	-0.10	< 0.1
Acox3	ENSMUST00000068947.8	acyl-Coenzyme A oxidase 3, pristanoyl 	534	2	0	1	1	0	mmu-miR-146a-3p	0	-0.10	< 0.1
Eef1g	ENSMUST00000052248.7	eukaryotic translation elongation factor 1 gamma 	3015	1	0	1	0	1	mmu-miR-146a-3p	0	-0.15	< 0.1
Abcd3	ENSMUST00000029770.5	ATP-binding cassette, sub-family D (ALD), member 3 	275	1	0	0	1	0	mmu-miR-146a-3p	0	-0.11	< 0.1
Sbk1	ENSMUST00000056028.9	SH3-binding kinase 1 	55	1	1	0	0	1	mmu-miR-146a-3p	0	-0.04	< 0.1
Dhdh	ENSMUST00000011526.4	dihydrodiol dehydrogenase (dimeric) 	4114	2	0	1	1	0	mmu-miR-146a-3p	0	-0.03	< 0.1
Ppp1r36	ENSMUST00000063977.7	protein phosphatase 1, regulatory subunit 36 	64	1	0	0	1	0	mmu-miR-146a-3p	0	-0.07	< 0.1
Nop9	ENSMUST00000019441.8	NOP9 nucleolar protein 	1559	2	1	1	0	1	mmu-miR-146a-3p	0	-0.07	< 0.1
D3Ertd751e	ENSMUST00000119572.2	DNA segment, Chr 3, ERATO Doi 751, expressed 	151	1	0	0	1	1	mmu-miR-146a-3p	0	-0.05	< 0.1
Eif3e	ENSMUST00000022960.2	eukaryotic translation initiation factor 3, subunit E 	14426	2	0	2	0	1	mmu-miR-146a-3p	0	-0.17	< 0.1
Letm1	ENSMUST00000005431.5	leucine zipper-EF-hand containing transmembrane protein 1 	4239	1	0	1	0	1	mmu-miR-146a-3p	0	-0.05	< 0.1
Plekhg3	ENSMUST00000075249.4	pleckstrin homology domain containing, family G (with RhoGef domain) member 3 	272	2	0	2	0	0	mmu-miR-146a-3p	0	-0.04	< 0.1
3110021N24Rik	ENSMUST00000178992.1	RIKEN cDNA 3110021N24 gene 	10	1*	0	0	0	2	mmu-miR-146a-3p	0	-0.01	< 0.1
Fmo5	ENSMUST00000107050.2	flavin containing monooxygenase 5 	6084	1	0	1	0	0	mmu-miR-146a-3p	0	-0.02	< 0.1
Mrpl17	ENSMUST00000124482.1	mitochondrial ribosomal protein L17 	2376	1	0	0	1	1	mmu-miR-146a-3p	0	-0.13	< 0.1
Atp1a2	ENSMUST00000085913.5	ATPase, Na+/K+ transporting, alpha 2 polypeptide 	3570	1	0	0	1	0	mmu-miR-146a-3p	0	-0.01	< 0.1
Tssk6	ENSMUST00000050373.5	testis-specific serine kinase 6 	41	1	0	1	0	1	mmu-miR-146a-3p	0	-0.11	< 0.1
Fundc2	ENSMUST00000033541.4	FUN14 domain containing 2 	4038	1	1	0	0	0	mmu-miR-146a-3p	0	-0.13	< 0.1
Fkbp4	ENSMUST00000032508.5	FK506 binding protein 4 	7528	1	0	1	0	1	mmu-miR-146a-3p	0	-0.07	< 0.1
Asns	ENSMUST00000115542.2	asparagine synthetase 	1165	1	0	1	0	0	mmu-miR-146a-3p	0	-0.07	< 0.1
Rcl1	ENSMUST00000064393.5	RNA terminal phosphate cyclase-like 1 	667	2	1	1	0	1	mmu-miR-146a-3p	0	-0.11	< 0.1
Foxk2	ENSMUST00000106113.1	forkhead box K2 	526	2	1	0	1	1	mmu-miR-146a-3p	0	-0.04	< 0.1
Vasp	ENSMUST00000032561.8	vasodilator-stimulated phosphoprotein 	363	2	0	1	1	1	mmu-miR-146a-3p	0	-0.10	< 0.1
Morc2a	ENSMUST00000096441.3	microrchidia 2A 	726	2	0	0	2	2	mmu-miR-146a-3p	0	-0.21	< 0.1
Cntn2	ENSMUST00000086521.5	contactin 2 	67	2	0	0	2	0	mmu-miR-146a-3p	0	-0.10	< 0.1
Ldlrad4	ENSMUST00000063775.3	low density lipoprotein receptor class A domain containing 4 	132	1	0	0	1	1	mmu-miR-146a-3p	0	-0.15	< 0.1
Lrrc10	ENSMUST00000073834.4	leucine rich repeat containing 10 	1545	1	0	1	0	0	mmu-miR-146a-3p	0	-0.02	< 0.1
Edc3	ENSMUST00000043990.8	enhancer of mRNA decapping 3 homolog (S. cerevisiae) 	1085	1	0	0	1	0	mmu-miR-146a-3p	0	-0.05	< 0.1
Csrp2	ENSMUST00000020403.5	cysteine and glycine-rich protein 2 	2580	1	0	0	1	1	mmu-miR-146a-3p	0	-0.16	< 0.1
Mdga1	ENSMUST00000171691.2	MAM domain containing glycosylphosphatidylinositol anchor 1 	59	1	0	0	1	2	mmu-miR-146a-3p	0	-0.01	< 0.1
Crybg3	ENSMUST00000044604.9	beta-gamma crystallin domain containing 3 	1091	1	0	1	0	1	mmu-miR-146a-3p	0	-0.06	< 0.1
Hsd17b6	ENSMUST00000026462.6	hydroxysteroid (17-beta) dehydrogenase 6 	120	1	0	0	1	0	mmu-miR-146a-3p	0	-0.03	< 0.1
Tmem261	ENSMUST00000030103.8	transmembrane protein 261 	3542	1	0	1	0	0	mmu-miR-146a-3p	0	-0.05	< 0.1
Pelo	ENSMUST00000109226.3	pelota homolog (Drosophila) 	131	2	0	1	1	0	mmu-miR-146a-3p	0	-0.11	< 0.1
Ugt3a2	ENSMUST00000072403.6	UDP glycosyltransferases 3 family, polypeptide A2 	1735	1	0	1	0	0	mmu-miR-146a-3p	0	-0.05	< 0.1
Lurap1l	ENSMUST00000055922.3	leucine rich adaptor protein 1-like 	532	1	0	1	0	2	mmu-miR-146a-3p	0	-0.14	< 0.1
Raly	ENSMUST00000116389.3	hnRNP-associated with lethal yellow 	729	1	0	1	0	0	mmu-miR-146a-3p	0	-0.03	< 0.1
Sdf4	ENSMUST00000050078.7	stromal cell derived factor 4 	2236	1	0	1	0	2	mmu-miR-146a-3p	0	-0.05	< 0.1
Pgbd1	ENSMUST00000122872.2	piggyBac transposable element derived 1 	30	2	0	0	2	0	mmu-miR-146a-3p	0	-0.05	< 0.1
Dtd2	ENSMUST00000021339.7	D-tyrosyl-tRNA deacylase 2 	1157	2	0	0	2	1	mmu-miR-146a-3p	0	-0.27	< 0.1
Zfp316	ENSMUST00000161448.2	zinc finger protein 316 	38	1	0	0	1	2	mmu-miR-146a-3p	0	-0.02	< 0.1
Gm13889	ENSMUST00000148314.2	predicted gene 13889 	402	1	0	0	1	0	mmu-miR-146a-3p	0	-0.14	< 0.1
Tmc6	ENSMUST00000026659.4	transmembrane channel-like gene family 6 	243	2	1	1	0	1	mmu-miR-146a-3p	0	-0.05	< 0.1
Fan1	ENSMUST00000177443.2	FANCD2/FANCI-associated nuclease 1 	162	1	0	0	1	2	mmu-miR-146a-3p	0	-0.07	< 0.1
Sdr9c7	ENSMUST00000047134.7	4short chain dehydrogenase/reductase family 9C, member 7 	129	1	0	0	1	2	mmu-miR-146a-3p	0	-0.10	< 0.1
Trat1	ENSMUST00000170861.1	T cell receptor associated transmembrane adaptor 1 	15	1	0	1	0	1	mmu-miR-146a-3p	0	-0.03	< 0.1
Csnk2a1	ENSMUST00000099224.4	casein kinase 2, alpha 1 polypeptide 	2027	3	0	2	1	2	mmu-miR-146a-3p	0	-0.09	< 0.1
4932438A13Rik	ENSMUST00000057272.9	RIKEN cDNA 4932438A13 gene 	2781	2	0	1	1	0	mmu-miR-146a-3p	0	-0.18	< 0.1
Prss12	ENSMUST00000029603.8	protease, serine 12 neurotrypsin (motopsin) 	44	2	0	1	1	1	mmu-miR-146a-3p	0	-0.11	< 0.1
Clec14a	ENSMUST00000062254.2	C-type lectin domain family 14, member a 	1117	1	0	1	0	3	mmu-miR-146a-3p	0	-0.07	< 0.1
Rpl15	ENSMUST00000080281.8	ribosomal protein L15 	264	1	0	0	1	0	mmu-miR-146a-3p	0	-0.09	< 0.1
Adrb2	ENSMUST00000053640.3	adrenergic receptor, beta 2 	63	1	0	1	0	0	mmu-miR-146a-3p	0	-0.02	< 0.1
Mfap4	ENSMUST00000064783.4	microfibrillar-associated protein 4 	1078	1	0	1	0	0	mmu-miR-146a-3p	0	-0.17	< 0.1
Itpkb	ENSMUST00000070181.6	inositol 1,4,5-trisphosphate 3-kinase B 	23	2	0	1	1	1	mmu-miR-146a-3p	0	-0.03	< 0.1
Slc25a21	ENSMUST00000044634.6	solute carrier family 25 (mitochondrial oxodicarboxylate carrier), member 21 	138	2	0	2	0	0	mmu-miR-146a-3p	0	-0.25	< 0.1
Ecscr	ENSMUST00000097618.4	endothelial cell surface expressed chemotaxis and apoptosis regulator 	110	1	0	0	1	1	mmu-miR-146a-3p	0	-0.13	< 0.1
Mrpl3	ENSMUST00000035177.9	mitochondrial ribosomal protein L3 	1128	1	0	1	0	4	mmu-miR-146a-3p	0	-0.03	< 0.1
1700001L19Rik	ENSMUST00000022007.6	RIKEN cDNA 1700001L19 gene 	90	1	0	1	0	1	mmu-miR-146a-3p	0	-0.02	< 0.1
Asb2	ENSMUST00000021617.8	ankyrin repeat and SOCS box-containing 2 	320	1	0	1	0	2	mmu-miR-146a-3p	0	-0.02	< 0.1
N4bp3	ENSMUST00000001080.10	NEDD4 binding protein 3 	162	3	0	1	2	1	mmu-miR-146a-3p	0	-0.12	< 0.1
Stx8	ENSMUST00000021285.8	syntaxin 8 	760	1	0	0	1	0	mmu-miR-146a-3p	0	-0.09	< 0.1
Eif2b5	ENSMUST00000003320.7	eukaryotic translation initiation factor 2B, subunit 5 epsilon 	5307	2	0	0	2	1	mmu-miR-146a-3p	0	-0.41	< 0.1
Pet112	ENSMUST00000127348.2	PET112 homolog (S. cerevisiae) 	1799	2	1	0	1	2	mmu-miR-146a-3p	0	-0.05	< 0.1
Slc25a10	ENSMUST00000026899.3	solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10 	5401	3	1	0	2	1	mmu-miR-146a-3p	0	-0.13	< 0.1
Kdm2a	ENSMUST00000047898.8	lysine (K)-specific demethylase 2A 	185	1	1	0	0	0	mmu-miR-146a-3p	0	-0.03	< 0.1
Gxylt2	ENSMUST00000032157.7	glucoside xylosyltransferase 2 	24	1	0	1	0	0	mmu-miR-146a-3p	0	-0.02	< 0.1
Nags	ENSMUST00000055409.5	N-acetylglutamate synthase 	1025	1	0	0	1	1	mmu-miR-146a-3p	0	-0.10	< 0.1
Stau2	ENSMUST00000162751.2	staufen (RNA binding protein) homolog 2 (Drosophila) 	484	1	0	0	1	0	mmu-miR-146a-3p	0	-0.17	< 0.1
Orai1	ENSMUST00000121652.2	ORAI calcium release-activated calcium modulator 1 	378	1	0	1	0	0	mmu-miR-146a-3p	0	-0.02	< 0.1
Btrc	ENSMUST00000065601.6	beta-transducin repeat containing protein 	276	1	0	0	1	0	mmu-miR-146a-3p	0	-0.01	< 0.1
Mms19	ENSMUST00000171561.2	MMS19 (MET18 S. cerevisiae) 	1197	1	0	0	1	1	mmu-miR-146a-3p	0	-0.13	< 0.1
Ufl1	ENSMUST00000102994.4	UFM1 specific ligase 1 	797	1	0	1	0	2	mmu-miR-146a-3p	0	-0.02	< 0.1
Sucnr1	ENSMUST00000029326.5	succinate receptor 1 	848	1	0	1	0	2	mmu-miR-146a-3p	0	-0.08	< 0.1
Nfe2l1	ENSMUST00000107659.2	nuclear factor, erythroid derived 2,-like 1 	1505	1	0	0	1	0	mmu-miR-146a-3p	0	-0.05	< 0.1
Tm4sf1	ENSMUST00000171384.2	transmembrane 4 superfamily member 1 	1885	1	0	1	0	1	mmu-miR-146a-3p	0	-0.08	< 0.1
Trim62	ENSMUST00000035667.8	tripartite motif-containing 62 	55	1	0	0	1	0	mmu-miR-146a-3p	0	-0.09	< 0.1
Tor1a	ENSMUST00000028200.8	torsin family 1, member A (torsin A) 	518	1	0	0	1	4	mmu-miR-146a-3p	0	-0.10	< 0.1
Aspa	ENSMUST00000021119.3	aspartoacylase 	1604	2	1	1	0	1	mmu-miR-146a-3p	0	-0.40	< 0.1
Zrsr2	ENSMUST00000090840.4	zinc finger (CCCH type), RNA binding motif and serine/arginine rich 2 	722	1	0	0	1	0	mmu-miR-146a-3p	0	-0.06	< 0.1
Ddx11	ENSMUST00000163605.2	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 	5825	1	0	1	0	2	mmu-miR-146a-3p	0	-0.21	< 0.1
BC053749	ENSMUST00000108165.2	cDNA sequence BC053749 	35	1	0	0	1	0	mmu-miR-146a-3p	0	-0.02	< 0.1
